PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;Przych. fin. Przychody finansowe ;bd;bd;953,84;1 374,37;1 816,44;1 356,69;1 210,84;1 616,13;1 350,84;1 981,57;1 590,32;1 950,92;1 712,22;1 485,16;1 462,22;2 270,84;1 819,90;3 394,42;3 765,40;3 681,46
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;PPO Pozostałe przychody operacyjne ;bd;1 627,06;2 035,10;2 202,76;2 150,69;1 919,15;1 980,02;2 019,57;1 963,16;2 270,98;2 018,85;1 961,36;2 006,70;2 078,78;2 281,80;2 518,83;2 917,68;2 752,42;3 446,80;3 739,83
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;NP Wynik finansowy netto (zysk netto) ;3 044,07;3 815,46;4 409,00;2 536,35;5 506,34;5 502,34;5 245,81;6 294,56;6 840,59;8 398,55;6 634,84;8 027,48;7 721,12;7 735,11;7 882,05;9 245,40;10 010,67;14 081,57;17 654,60;16 803,56
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;OP Wynik na działalności operacyjnej ;4 159,89;4 981,50;5 760,07;4 967,85;7 419,89;6 965,24;7 681,73;8 195,66;8 638,53;8 159,39;8 499,87;9 594,28;9 768,71;9 803,72;9 800,06;11 479,74;12 122,07;17 392,40;22 528,63;20 016,63
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;POS Wynik na sprzedaży ;4 010,23;4 894,26;5 271,02;4 432,43;7 023,79;6 487,99;7 351,43;7 872,94;8 508,25;7 343,58;8 110,51;9 245,28;9 679,70;9 523,21;9 574,11;11 123,66;11 248,06;17 086,99;22 059,66;20 162,76
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;CF Nadwyżka finansowa ;7 198,46;8 083,18;9 119,44;8 698,94;11 660,80;11 151,16;11 901,68;12 875,64;13 028,75;14 785,66;13 211,94;15 099,86;15 312,08;15 420,57;15 944,40;18 298,67;18 767,87;25 018,82;30 054,22;29 376,84
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;TC Koszty ogółem ;101 782,20;109 010,07;123 499,96;127 553,17;132 703,25;137 771,54;163 937,63;180 224,10;185 680,22;185 203,65;182 398,51;195 402,27;212 935,45;214 566,09;227 788,37;231 902,17;254 128,02;355 417,19;356 754,69;364 524,26
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;OFE Pozostałe koszty finansowe ;315,43;305,77;391,22;1 382,63;1 317,80;531,15;1 024,85;686,47;375,83;567,91;617,67;751,41;907,08;703,92;808,38;1 530,57;1 023,66;1 467,93;1 729,10;1 147,28
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;IP Odsetki do zapłacenia ;768,77;714,38;868,59;1 265,44;1 114,18;1 144,07;1 451,85;1 536,35;1 269,52;1 108,42;1 043,66;1 062,52;1 059,40;1 029,63;970,5;777,61;724,23;1 949,38;2 535,55;2 570,64
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;DEPR Amortyzacja ;3 070,19;3 247,58;3 450,63;3 514,51;3 722,49;3 973,60;4 179,17;4 358,27;4 542,81;4 710,78;4 915,77;5 258,46;5 624,49;5 951,90;6 283,48;6 745,09;7 009,31;7 519,94;8 134,97;8 855,36
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;IO Wartość nakładów inwestycyjnych ;4 806,22;5 209,59;5 581,78;5 541,06;4 776,82;5 198,71;5 668,27;5 569,41;5 783,75;7 440,33;7 670,54;7 887,11;7 845,10;8 042,79;8 847,10;8 791,03;9 593,19;11 416,40;11 901,95;13 187,16
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;NWC Kapitał obrotowy ;3 505,56;4 639,76;4 296,54;3 328,56;5 078,06;5 365,45;8 194,80;10 127,90;10 555,36;11 592,83;12 620,57;13 481,58;13 858,14;14 552,76;15 673,81;15 071,02;15 737,87;21 545,75;26 428,92;30 132,11
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;C Środki pieniężne i pap. wart. ;3 629,74;4 791,97;4 526,51;4 779,91;6 005,09;5 011,70;6 065,61;6 641,60;7 083,27;8 329,87;9 316,54;9 988,61;10 924,51;10 197,40;10 007,71;10 868,30;10 675,70;10 954,36;15 371,66;17 907,21
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;LTL Zobowiązania długoterminowe ;5 690,60;6 565,48;6 738,05;7 912,80;10 466,28;10 316,62;12 137,55;11 203,95;12 287,91;12 641,27;15 143,10;17 211,74;16 574,90;14 743,29;15 787,23;15 767,98;15 608,24;17 585,39;18 899,81;20 446,39
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;STL Zobowiązania krótkoterminowe ;21 514,51;23 319,78;26 356,24;26 766,39;25 917,39;28 411,82;33 357,09;35 121,51;35 161,23;34 707,06;35 453,01;39 062,26;41 809,61;42 328,31;42 557,92;43 358,83;51 768,91;66 341,52;61 779,47;65 599,96
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;LTC Długoterminowe kredyty bankowe ;4 100,03;4 366,48;4 738,29;5 276,55;4 723,53;4 811,67;9 206,91;9 392,13;10 417,65;10 683,99;12 220,31;13 786,01;12 623,58;12 536,40;12 441,75;12 707,67;12 024,69;14 330,77;15 251,67;16 598,80
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;STC Krótkoterminowe kredyty bankowe ;6 992,93;7 041,70;8 266,84;8 372,14;7 441,83;7 569,18;10 186,58;11 290,58;10 140,63;10 207,35;11 225,02;11 174,35;12 350,73;12 145,14;11 081,17;12 106,98;15 295,46;16 230,64;14 318,48;14 247,97
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;INV Zapasy ;11 095,12;12 096,19;14 064,17;12 684,19;12 239,70;12 610,33;16 046,92;17 218,97;17 279,19;17 059,58;17 854,06;18 975,94;19 914,73;21 174,38;21 973,59;23 651,06;26 357,98;38 715,66;36 751,78;38 415,74
10.;PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;10. PRODUKCJA ARTYKUŁÓW SPOŻYWCZYCH;REC Należności krótkoterminowe ;13 682,52;14 978,50;16 785,06;17 465,23;17 573,41;19 860,89;23 560,04;24 997,28;24 875,41;24 675,63;25 403,68;28 312,25;29 386,82;29 899,98;30 712,12;28 712,70;33 256,20;43 706,43;43 130,22;46 005,02
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;EN Liczba jednostek gospodarczych ;929;924;938;882;896;882;872;856;836;822;778;772;695;658;654;609;569;574;568;563
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;PEN Liczba rentownych jednostek gospodarczych ;809;808;813;705;768;772;691;707;713;731;703;653;617;591;549;522;503;498;473;466
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;GS Przychody ogółem ;32 922,34;34 313,98;38 517,27;40 249,57;43 931,09;44 358,36;52 141,07;59 237,20;60 411,09;60 899,90;61 562,18;66 252,41;72 003,53;71 960,57;76 047,77;73 729,51;79 724,57;111 806,01;119 174,31;118 261,69
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;PNPM Przychody netto ;bd;31 992,01;35 838,09;37 131,42;40 929,93;41 569,61;48 631,99;55 728 970,00;57 321,87;57 753,21;58 654,14;63 408,01;69 280,19;68 969,06;73 127,49;70 619,93;76 361,02;106 918,38;114 927,97;114 837,33
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;32 460,46;33 925,78;38 022,65;39 496,03;43 247,43;43 762,65;51 505,84;58 439,44;59 784,59;60 026,09;60 717,90;65 489,17;71 039,06;70 978,44;75 047,30;72 433,54;78 369,36;110 260,90;117 783,43;116 848,93
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;Przych. fin. Przychody finansowe ;bd;bd;127,25;318,67;307,59;134,55;187,61;282,49;222,03;281,64;354,08;330,58;444,81;484,5;476,75;798,91;627,53;1 035,64;819,53;697,24
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;PPO Pozostałe przychody operacyjne ;bd;304,15;367,38;434,87;376,07;461,16;447,61;515,26;404,47;592,17;490,2;432,66;519,66;497,64;523,71;497,07;727,68;509,47;571,35;715,52
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;NP Wynik finansowy netto (zysk netto) ;653,73;640,74;786,19;286,85;494,64;1 184,53;838,47;1 001,78;1 093,96;1 723,84;1 706,92;1 483,76;1 698,43;2 181,30;1 536,09;2 166,67;2 676,14;3 801,70;4 292,28;3 430,48
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;OP Wynik na działalności operacyjnej ;912,68;933,47;1 117,71;862,65;1 180,92;1 558,85;1 208,58;1 356,68;1 449,26;2 093,11;2 031,06;1 935,66;2 101,20;2 731,86;2 171,62;2 778,08;3 318,97;4 910,13;5 620,88;4 292,96
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;POS Wynik na sprzedaży ;786,63;884,45;1 004,27;746,23;1 120,48;1 356,26;1 062,75;1 234,77;1 263,88;1 748,21;1 856,28;1 817,83;2 040,62;2 599,23;2 133,71;2 814,42;3 112,09;5 042,06;5 658,14;4 349,30
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;CF Nadwyżka finansowa ;1 554,29;1 620,28;1 865,55;1 777,05;2 069,04;2 339,65;2 116,75;2 402,78;2 441,44;3 079,28;3 191,30;3 056,76;3 452,53;4 018,63;3 546,29;4 285,75;4 853,56;6 600,15;7 054,62;6 357,64
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;TC Koszty ogółem ;32 155,32;33 554,35;37 589,39;39 911,96;43 334,00;42 994,01;51 182,05;58 104,16;59 153,76;58 919,14;59 630,86;64 439,51;70 055,73;69 411,95;74 134,41;71 117,23;76 511,43;107 171,01;113 934,15;114 344,97
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;OFE Pozostałe koszty finansowe ;48,95;60,12;70,18;374,45;516,42;78,79;145,35;152,98;122,14;145,48;219,47;222,95;333,9;355,6;448,79;482,29;497,19;688,39;458,77;394,64
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;IP Odsetki do zapłacenia ;183,26;181,88;206,93;281,76;232,9;231,91;258,93;314,18;258,74;229,77;224,2;222,82;244,51;290,55;271,45;222,13;199,25;502,8;614,44;655,17
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;DEPR Amortyzacja ;668,35;737,54;802,25;833,99;825,08;844,42;873,99;933,85;966,61;980,19;1 040,71;1 127,23;1 175,69;1 191,19;1 289,96;1 414,65;1 480,98;1 607,25;1 689,13;1 877,35
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;IO Wartość nakładów inwestycyjnych ;1 138,03;1 275,99;1 426,84;1 254,46;874,28;1 083,52;1 220,59;1 186,22;1 250,03;1 335,47;1 745,44;1 716,83;1 662,79;1 751,95;1 906,11;1 851,27;1 875,48;2 481,85;2 388,09;2 353,69
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;NWC Kapitał obrotowy ;-410,01;-516,99;-778,75;-822,95;-536,62;27,18;151,51;521,25;869,02;1 344,37;1 174,19;1 385,48;1 757,22;1 732,84;1 732,65;458,66;1 543,28;2 866,67;2 182,44;2 791,25
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;C Środki pieniężne i pap. wart. ;547,95;710,61;643,22;667,13;786,08;740,11;676,83;799,36;953,58;1 199,87;1 236,02;1 332,05;1 651,74;1 599,38;1 603,18;1 806,62;1 754,39;2 066,56;2 240,49;2 692,09
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;LTL Zobowiązania długoterminowe ;2 225,18;2 284,88;2 155,12;2 122,75;2 032,89;2 106,58;2 379,81;2 329,63;2 551,14;2 648,78;2 903,15;3 455,19;4 128,50;3 821,17;4 892,67;4 088,13;4 494,83;4 811,94;4 767,18;5 820,69
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;STL Zobowiązania krótkoterminowe ;4 385,81;4 865,64;5 639,59;5 915,40;5 722,25;5 877,93;6 959,97;7 698,41;7 676,73;7 830,18;8 687,03;9 492,76;10 307,26;10 875,08;10 565,55;10 272,45;11 354,12;14 782,34;15 280,51;15 199,42
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;LTC Długoterminowe kredyty bankowe ;2 016,07;2 039,66;1 887,62;1 768,47;1 502,09;1 579,73;1 919,65;1 974,31;2 112,18;2 105,25;2 349,14;2 729,99;3 295,90;3 230,73;3 495,05;3 478,19;3 197,41;3 633,30;3 500,46;4 665,50
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;STC Krótkoterminowe kredyty bankowe ;1 184,32;1 331,25;1 720,57;1 821,90;1 808,78;1 516,63;1 612,73;2 147,97;2 020,90;2 259,74;2 470,22;2 504,37;2 707,50;3 241,50;2 328,60;3 134,51;2 982,50;3 452,79;3 435,93;3 087,59
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;INV Zapasy ;1 268,07;1 239,35;1 480,76;1 614,03;1 595,45;1 655,42;2 006,19;2 345,22;2 403,91;2 625,87;2 687,35;2 944,73;3 139,22;3 323,65;3 198,54;3 201,80;3 660,39;5 308,68;5 195,81;4 977,08
10.1;Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;10.1 Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa;REC Należności krótkoterminowe ;2 753,75;3 171,05;3 568,02;3 659,14;3 667,51;4 221,93;5 154,45;5 838,47;5 888,07;6 187,81;6 821,93;7 483,43;8 138,61;8 286,71;8 557,88;6 732,45;8 300,07;11 330,30;11 436,46;11 526,54
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;EN Liczba jednostek gospodarczych ;491;481;490;446;463;446;432;411;408;413;391;379;334;312;310;280;271;263;255;247
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;PEN Liczba rentownych jednostek gospodarczych ;423;419;423;359;390;387;353;335;350;365;345;318;294;279;257;255;240;224;212;204
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;GS Przychody ogółem ;15 580,64;16 848,85;18 289,20;19 325,58;21 332,70;20 901,68;21 783,09;25 846,64;22 598,83;26 613,38;26 042,73;28 609,29;27 465,27;25 180,23;26 563,27;23 245,61;25 362,34;34 302,17;36 946,53;37 433,32
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;PNPM Przychody netto ;bd;15 688,47;17 105,53;17 795,57;19 921,28;19 686,15;20 558,11;24 450 190,00;21 307,82;24 971,25;24 624,53;27 435,15;26 427,03;23 997,64;25 640,29;22 062,63;24 242,74;32 999,04;35 786,34;36 385,25
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;15 328,95;16 652,74;18 053,33;18 837,05;20 917,54;20 607,03;21 502,17;25 520,63;22 388,86;26 092,31;25 675,52;28 302,15;27 172,91;24 937,32;26 335,43;22 746,35;25 044,33;34 006,08;36 609,23;37 101,19
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;Przych. fin. Przychody finansowe ;bd;bd;55,7;263,52;248,67;92,05;107;138,58;47,85;138,58;123,13;111,94;129,16;105,2;62,57;325,75;92,4;86,96;141,32;151,22
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;PPO Pozostałe przychody operacyjne ;bd;151,11;180,17;225,01;166,48;202,6;173,92;187,43;162,12;382,49;244,08;195,2;163,21;137,71;165,28;173,51;225,61;209,13;195,98;180,9
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;NP Wynik finansowy netto (zysk netto) ;226,86;245,25;244,88;127,34;30,97;559,4;324,02;404,51;427,44;858,96;616,99;568,41;487,28;515,05;437,44;951,59;1 012,59;1 105,80;790,82;1 032,81
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;OP Wynik na działalności operacyjnej ;344;400,55;440,32;456,83;479,16;738,55;491,3;556,62;564,69;1 042,07;789,88;850,08;718,44;698,05;687;1 084,09;1 145,55;1 406,07;1 091,50;1 138,45
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;POS Wynik na sprzedaży ;256,72;370,29;382,79;343,05;497,55;649,45;437,46;504,84;487,45;773,04;690,5;758,82;723,28;688,18;668,45;1 044,06;1 043,22;1 354,77;1 009,21;1 104,87
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;CF Nadwyżka finansowa ;658,05;716,11;785,96;1 001,72;955,78;1 133,43;878,81;989,58;874,89;1 437,41;1 200,05;1 198,40;1 093,16;1 081,49;1 015,45;1 385,18;1 435,63;1 636,16;1 405,31;1 689,84
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;TC Koszty ogółem ;15 304,10;16 541,88;17 975,05;19 154,22;21 255,22;20 236,73;21 394,83;25 361,34;22 117,27;25 609,68;25 298,24;27 823,35;26 866,53;24 597,43;26 038,39;22 178,91;24 203,34;32 976,44;35 989,72;36 348,86
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;OFE Pozostałe koszty finansowe ;23,8;32,97;33,98;307,76;390,33;42,48;74,64;46,8;35,46;45,61;53,68;74,67;131,09;81,94;111,28;52,07;36,47;48,34;60,32;41,51
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;IP Odsetki do zapłacenia ;94,68;90,49;111,44;145,67;125,6;116,67;115,4;153,33;92,78;116,78;106,03;100,12;105,84;127,33;99,73;59,68;42,01;108,5;140,83;157,6
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;DEPR Amortyzacja ;312,71;347,41;395,66;420,95;408,89;414,89;364,75;384,94;319,22;416,06;423,35;455,19;368,94;357,17;367,01;321,84;344,55;373,52;413,35;457,92
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;IO Wartość nakładów inwestycyjnych ;572,36;557,18;557,08;584,33;407,43;484,17;479,99;533,91;474,58;479,78;651,54;588,9;413,28;406,68;453,96;302,37;457,4;690,77;614,75;533,05
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;NWC Kapitał obrotowy ;-225,4;-238,19;-417,16;-436,44;-393,73;69,43;402,29;258,26;332,52;786,03;540,83;789,43;856,23;417,26;569,12;741,9;1 004,63;1 525,78;1 324,72;1 723,76
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;C Środki pieniężne i pap. wart. ;220,46;299,38;289,43;303,02;359,6;387,51;322,23;337,63;398,2;579,15;533,01;581,35;709,94;571,74;618,74;723,28;823,21;978,53;1 019,70;1 175,44
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;LTL Zobowiązania długoterminowe ;1 200,85;1 185,63;1 229,84;1 048,56;962,66;1 060,96;1 170,00;1 058,17;921,17;1 176,85;1 290,25;1 521,04;1 517,74;1 248,32;1 333,98;897,02;664,19;1 060,81;1 209,56;1 178,23
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;STL Zobowiązania krótkoterminowe ;2 043,60;2 215,49;2 689,71;2 883,83;2 794,97;2 804,31;2 871,15;3 403,02;3 039,28;3 674,81;4 232,03;4 579,83;4 214,63;4 256,09;3 912,37;2 967,58;3 290,43;4 258,77;4 600,04;4 422,22
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;LTC Długoterminowe kredyty bankowe ;1 124,04;1 100,36;1 114,83;911,77;772,85;837,39;1 008,51;899,05;740,54;940,97;985,33;1 115,08;1 025,90;998,35;1 200,18;781,98;532,88;940,78;1 105,30;1 067,92
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;STC Krótkoterminowe kredyty bankowe ;596,07;675,28;890,21;985,49;1 001,90;765,72;621,53;1 017,11;881,44;1 086,36;1 082,17;1 235,97;1 376,21;1 387,76;995,25;865,92;660,77;818,59;977,12;973,13
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;INV Zapasy ;542,5;533,5;675,23;730,19;708,22;769,45;872;974,57;856,66;1 217,20;1 216,95;1 328,97;1 197,96;1 192,38;984,11;787,51;1 013,19;1 520,39;1 436,69;1 440,83
10.11;Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;10.11 Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu;REC Należności krótkoterminowe ;1 342,34;1 513,74;1 724,79;1 843,36;1 762,65;2 044,94;2 281,99;2 577,46;2 310,48;2 952,68;3 245,45;3 760,29;3 365,36;3 173,77;3 171,99;2 276,35;2 732,69;3 541,31;3 766,90;3 645,01
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;EN Liczba jednostek gospodarczych ;138;143;152;145;140;136;133;131;124;121;116;120;104;100;101;100;90;94;102;103
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;PEN Liczba rentownych jednostek gospodarczych ;122;120;127;110;128;126;108;110;102;111;104;101;95;90;82;66;78;90;82;80
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;GS Przychody ogółem ;7 853,87;7 582,53;9 869,61;10 017,52;10 917,93;11 007,89;14 839,59;15 128,51;11 719,43;11 816,97;11 837,02;12 633,12;13 251,96;14 124,37;14 726,16;13 885,18;15 350,19;24 499,78;26 791,36;25 649,03
