PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;PNPM Przychody netto ;bd;7 354,81;9 542,51;9 601,12;10 560,85;10 731,14;14 177,81;14 539 820,00;11 341,31;11 444,50;11 512,90;12 311,97;12 879,99;13 539,87;14 189,87;13 213,97;14 651,15;23 335,88;25 892,80;24 997,82
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;7 757,56;7 499,63;9 769,53;9 905,81;10 795,44;10 902,92;14 694,75;14 921,63;11 575,90;11 681,26;11 648,72;12 407,36;12 975,37;13 699,06;14 354,13;13 439,15;14 801,17;23 759,55;26 188,65;25 030,18
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;Przych. fin. Przychody finansowe ;bd;bd;20,85;27,05;33,17;17,83;52,45;99,34;78,5;74,33;123,83;142,55;204,17;250,68;301,97;348,48;360,45;640,92;478,8;385,75
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;PPO Pozostałe przychody operacyjne ;bd;65,11;79,23;84,66;89,33;87,15;92,39;107,54;65,03;61,39;64,47;83,22;72,43;174,64;70,06;97,55;188,57;99,32;123,91;233,1
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;NP Wynik finansowy netto (zysk netto) ;99,81;56,06;173,2;-2,05;167,35;169,05;194,64;165,33;125,51;202,06;222,76;270,67;282,61;427,48;247,99;69,32;295,31;901,6;1 018,83;685,38
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;OP Wynik na działalności operacyjnej ;162,19;103,17;242,8;79,8;312,18;258,4;262,36;233,05;193,12;272,52;301,99;327,97;321,97;515,43;336,5;113;390,44;1 148,15;1 207,87;922,16
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;POS Wynik na sprzedaży ;151,83;119,77;238,24;54,01;282,86;234,44;259,79;221,47;164,26;256,64;283,01;313,15;301,46;405,08;336,47;75,16;273,13;1 200,82;1 188,05;838,61
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;CF Nadwyżka finansowa ;287,65;256,22;403,19;257,24;491,46;412,22;522,34;564,33;414,21;475,13;554,03;638,09;717,72;945,72;837,26;706,46;961,43;1 858,78;1 842,55;1 517,63
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;TC Koszty ogółem ;7 729,58;7 514,11;9 670,62;10 038,51;10 725,95;10 810,11;14 637,16;14 965,51;11 572,16;11 584,24;11 567,01;12 333,04;12 937,90;13 647,06;14 411,86;13 794,15;15 005,00;23 425,72;25 544,81;24 759,69
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;OFE Pozostałe koszty finansowe ;12,27;11,6;20,76;26,71;91,96;20,68;41,65;85,94;63,35;72,03;121,11;131,73;174,67;246,1;287,89;317,93;337,86;521,74;319,18;296,81
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;IP Odsetki do zapłacenia ;41,28;40,94;43,61;62,45;54,25;52,11;70,08;82,16;58,43;40,23;33,67;32,51;36,89;34,87;36,28;33,24;33,92;95,1;112,84;109,12
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;DEPR Amortyzacja ;134,29;147,62;165,62;170,14;177,91;170,38;215,97;230,91;166,91;160,81;176,48;203,18;223,55;237,28;265,1;285,98;294,35;340,35;391,69;426,32
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;IO Wartość nakładów inwestycyjnych ;241,44;268,72;267,45;270,62;205,03;210,44;319,47;256,73;235,85;311,33;355,4;407,4;400,03;421,44;435,44;387,55;356,39;480,89;535,04;701,4
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;NWC Kapitał obrotowy ;-40,86;-159,56;-125,86;-131,79;-54,2;27,06;-47,69;199,26;27,33;168,67;217,54;195,66;225,25;313,99;322,12;171,08;128,04;548,26;639,32;443,43
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;C Środki pieniężne i pap. wart. ;122,54;127,11;149,04;154;187,31;129,18;144,02;134,98;136,99;140,37;178,62;190,52;281,13;250,55;279,1;282,33;253,96;401,26;464,22;515,36
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;LTL Zobowiązania długoterminowe ;489,96;450,43;422,02;474,24;508,96;494,12;542,97;577,47;532,36;600,57;632,71;710,3;626,36;521,37;800,75;1 007,28;896,97;910,25;866,09;921,88
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;STL Zobowiązania krótkoterminowe ;1 078,11;1 167,20;1 384,12;1 503,53;1 532,52;1 483,81;2 069,32;2 103,26;1 716,37;1 506,95;1 529,82;1 647,94;1 967,55;2 010,08;2 067,40;2 111,41;2 169,59;3 111,78;3 569,10;3 549,77
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;LTC Długoterminowe kredyty bankowe ;449,3;387,79;371,04;378,69;309,41;336,29;382,28;497,03;463,94;498,82;518,76;603,44;490,85;377,05;598,38;825,59;737,01;763,95;665,95;733,38
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;STC Krótkoterminowe kredyty bankowe ;288,3;321,32;372,63;450,7;459,58;371,86;525,95;621,32;446,83;347,23;404,39;342,33;524,62;567,27;361,13;510,89;545,78;685,68;723,09;689,48
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;INV Zapasy ;344,52;286,72;346,64;422,05;433,47;398,8;545;671,71;538,35;539,67;547,11;542,75;610,38;665,46;629,09;807,99;676,1;1 033,18;1 208,83;1 029,31
10.12;Przetwarzanie i konserwowanie mięsa z drobiu;10.12 Przetwarzanie i konserwowanie mięsa z drobiu;REC Należności krótkoterminowe ;692,05;764,22;960,11;1 008,06;1 084,92;1 199,27;1 608,24;1 728,67;1 239,83;1 190,63;1 214,28;1 285,38;1 444,85;1 565,72;1 658,14;1 385,90;1 565,66;2 440,95;2 691,05;2 588,48
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;EN Liczba jednostek gospodarczych ;300;300;296;291;293;300;307;314;304;288;271;273;257;246;243;229;208;217;211;213
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;PEN Liczba rentownych jednostek gospodarczych ;264;269;263;236;250;259;230;262;261;255;254;234;228;222;210;201;185;184;179;182
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;GS Przychody ogółem ;9 487,83;9 882,60;10 358,46;10 906,47;11 680,46;12 448,79;15 518,39;18 262,05;26 092,83;22 469,56;23 682,43;25 010,00;31 286,29;32 655,98;34 758,34;36 598,72;39 012,04;53 004,06;55 436,42;55 179,35
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;PNPM Przychody netto ;bd;8 948,73;9 190,05;9 734,73;10 447,79;11 152,33;13 896,07;16 738 960,00;24 672,73;21 337,46;22 516,70;23 660,89;29 973,17;31 431,55;33 297,33;35 343,33;37 467,13;50 583,46;53 248,83;53 454,26
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;9 373,96;9 773,41;10 199,78;10 753,17;11 534,45;12 252,70;15 308,93;17 997,18;25 819,83;22 252,53;23 393,65;24 779,66;30 890,79;32 342,06;34 357,74;36 248,04;38 523,86;52 495,28;54 985,55;54 717,56
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;Przych. fin. Przychody finansowe ;bd;bd;50,7;28,11;25,75;24,68;28,15;44,57;95,68;68,73;107,12;76,09;111,49;128,62;112,22;124,68;174,69;307,77;199,4;160,26
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;PPO Pozostałe przychody operacyjne ;bd;87,92;107,98;125,2;120,26;171,41;181,31;220,3;177,32;148,3;181,65;154,24;284,02;185,3;288,38;226,01;313,5;201,02;251,46;301,52
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;NP Wynik finansowy netto (zysk netto) ;327,06;339,43;368,11;161,57;296,32;456,09;319,82;431,94;541,01;662,82;867,17;644,67;928,54;1 238,76;850,67;1 145,76;1 368,24;1 794,31;2 482,63;1 712,29
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;OP Wynik na działalności operacyjnej ;406,5;429,75;434,59;326,01;389,59;561,91;454,92;567,01;691,44;778,53;939,18;757,61;1 060,79;1 518,39;1 148,12;1 580,99;1 782,98;2 355,91;3 321,52;2 232,35
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;POS Wynik na sprzedaży ;378,07;394,39;383,24;349,17;340,07;472,37;365,5;508,47;612,17;718,53;882,77;745,87;1 015,89;1 505,98;1 128,79;1 695,20;1 795,73;2 486,48;3 460,87;2 405,81
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;CF Nadwyżka finansowa ;608,6;647,94;676,4;518,1;621,79;793,99;715,59;848,87;1 152,35;1 166,74;1 437,22;1 220,27;1 641,65;1 991,42;1 693,58;2 194,10;2 456,50;3 105,21;3 806,76;3 150,17
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;TC Koszty ogółem ;9 121,64;9 498,36;9 943,72;10 719,23;11 352,83;11 947,16;15 150,06;17 777,31;25 464,33;21 725,22;22 765,61;24 283,13;30 251,31;31 167,47;33 684,16;35 144,17;37 303,10;50 768,84;52 399,62;53 236,41
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;OFE Pozostałe koszty finansowe ;12,88;15,55;15,45;39,98;34,13;15,63;29,05;20,24;23,33;27,84;44,68;16,55;28,14;27,56;49,62;112,29;122,86;118,32;79,27;56,33
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;IP Odsetki do zapłacenia ;47,3;50,45;51,88;73,64;53,06;63,13;73,45;78,69;107,53;72,76;84,5;90,19;101,79;128,36;135,44;129,21;123,32;299,2;360,77;388,45
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;DEPR Amortyzacja ;221,36;242,51;240,97;242,9;238,28;259,15;293,28;318;480,48;403,32;440,88;468,85;583,19;596,74;657,85;806,84;842,09;893,39;884,1;993,11
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;IO Wartość nakładów inwestycyjnych ;324,23;450,08;602,3;399,52;261,82;388,92;421,14;395,58;539,61;544,36;738,5;720,52;849,48;923,83;1 016,71;1 161,34;1 061,69;1 310,20;1 238,30;1 119,25
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;NWC Kapitał obrotowy ;-143,75;-119,23;-235,74;-254,73;-88,69;-69,31;-203,09;63,73;509,17;389,68;415,82;400,39;675,74;1 001,58;841,41;-454,32;410,62;792,63;218,4;624,06
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;C Środki pieniężne i pap. wart. ;204,96;284,12;204,75;210,11;239,18;223,42;210,58;326,76;418,39;480,36;524,4;560,19;660,67;777,1;705,34;801,01;677,22;686,77;756,56;1 001,29
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;LTL Zobowiązania długoterminowe ;534,37;648,82;503,26;599,95;561,28;551,5;666,84;693,99;1 097,61;871,36;980,19;1 223,85;1 984,40;2 051,48;2 757,94;2 183,83;2 933,67;2 840,88;2 691,54;3 720,58
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;STL Zobowiązania krótkoterminowe ;1 264,10;1 482,96;1 565,76;1 528,04;1 394,76;1 589,82;2 019,50;2 192,13;2 921,08;2 648,42;2 925,17;3 264,99;4 125,08;4 608,92;4 585,79;5 193,47;5 894,09;7 411,79;7 111,36;7 227,44
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;LTC Długoterminowe kredyty bankowe ;442,73;551,51;401,75;478,01;419,83;406,05;528,85;578,23;907,7;665,46;845,05;1 011,47;1 779,16;1 855,33;1 696,49;1 870,62;1 927,51;1 928,57;1 729,20;2 864,20
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;STC Krótkoterminowe kredyty bankowe ;299,95;334,65;457,73;385,71;347,3;379,04;465,25;509,54;692,63;826,14;983,66;926,06;806,68;1 286,47;972,22;1 757,70;1 775,95;1 948,53;1 735,72;1 424,98
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;INV Zapasy ;381,05;419,14;458,89;461,79;453,77;487,17;589,2;698,95;1 008,89;869;923,29;1 073,00;1 330,88;1 465,81;1 585,34;1 606,30;1 971,10;2 755,10;2 550,29;2 506,93
10.13;Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;10.13 Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego;REC Należności krótkoterminowe ;719,36;893,09;883,13;807,72;819,95;977,73;1 264,23;1 532,33;2 337,76;2 044,50;2 362,20;2 437,76;3 328,40;3 547,22;3 727,76;3 070,20;4 001,72;5 348,04;4 978,51;5 293,05
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;EN Liczba jednostek gospodarczych ;97;107;110;112;115;116;111;108;116;113;109;112;96;92;96;89;77;83;83;81
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;PEN Liczba rentownych jednostek gospodarczych ;74;87;92;98;100;94;84;89;100;96;94;91;75;77;73;75;59;67;71;71
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;GS Przychody ogółem ;3 743,47;4 411,24;4 527,78;4 973,46;5 966,85;5 872,92;6 930,21;7 437,37;8 543,59;9 064,60;9 574,07;11 505,48;12 608,46;12 323,19;13 377,45;14 402,07;15 072,83;18 583,97;20 555,47;19 883,13
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;PNPM Przychody netto ;bd;4 303,86;4 434,01;4 808,17;5 829,27;5 713,70;6 719,30;7 159 310,00;8 307,47;8 847,66;9 283,35;10 710,23;12 278,99;12 075,34;13 112,73;14 143,86;14 661,52;17 612,95;19 669,20;19 313,83
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;3 670,94;4 331,44;4 432,59;4 853,17;5 853,71;5 725,44;6 781,04;7 263,48;8 405,01;8 867,68;9 291,12;10 835,38;12 317,86;12 110,52;13 172,76;14 099,39;14 690,68;17 950,39;19 976,45;19 319,44
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;Przych. fin. Przychody finansowe ;bd;bd;30,61;61,32;42,43;70,05;58,73;93,91;40,55;90,18;176,35;527,8;165;95,77;64,27;110,79;214,6;479,93;358,18;384,45
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;PPO Pozostałe przychody operacyjne ;bd;64,05;64,58;58,97;70,72;77,43;90,44;79,98;98,04;106,75;106,61;142,3;125,6;116,9;140,42;191,9;167,55;153,65;220,84;179,25
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;NP Wynik finansowy netto (zysk netto) ;62,03;112,8;111,77;115,31;253,29;151,81;94,61;99,15;98,59;262,56;357,55;292,64;161,49;263,21;184,96;349,76;321,47;319,38;763,85;633,34
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;OP Wynik na działalności operacyjnej ;78,05;162,05;167,06;229,31;375,12;194,96;272,21;175,46;152,72;381,8;342,16;17,63;455,74;353,55;287,19;562,46;334,73;205,75;860,73;795,59
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;POS Wynik na sprzedaży ;65,99;133,98;175,23;217,08;362,5;165,58;245,23;177,68;140,43;349,84;357,42;-38,19;401,71;325,44;274,12;501,25;252,42;174,64;785,66;741,29
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;CF Nadwyżka finansowa ;171,72;233,43;246,74;370,73;462,94;338,43;392,19;367,81;352,17;588,22;650,37;631,58;520,23;568,17;490,94;810,59;738,37;871,2;1 338,77;1 307,61
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;TC Koszty ogółem ;3 666,37;4 268,66;4 377,14;4 841,15;5 653,26;5 685,18;6 798,44;7 298,88;8 433,96;8 755,09;9 149,34;11 135,17;12 434,36;11 999,83;13 149,88;13 994,64;14 689,45;18 207,55;19 629,40;19 127,01
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;OFE Pozostałe koszty finansowe ;8,93;8,15;8,79;108,95;59,09;44,64;91,88;64,94;27,71;78,52;48,16;92,39;86,01;35,22;28,4;169,38;113,36;181,61;119,2;207,04
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;IP Odsetki do zapłacenia ;22,39;27,08;34,76;44,46;38,16;30,94;68,11;53,04;52,87;54;39,48;40,06;48,52;52,98;51,08;49,5;51,59;97,73;169,41;173,06
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;DEPR Amortyzacja ;78,38;85,41;91,42;102,01;112,41;111,04;137,59;150,68;173,01;193,15;205,18;206,5;224,2;216,76;226,49;241,94;251,95;272,49;286,31;294,18
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;IO Wartość nakładów inwestycyjnych ;155,76;169,41;209,21;144,96;153,58;201,01;281,35;218,12;354,99;350,01;185,54;179,91;268,61;344,24;273,94;321,54;380,79;330,54;327,36;330,65
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;NWC Kapitał obrotowy ;96,75;117,59;104,24;278,87;330,63;189,08;507,88;385,37;287,87;400,95;92,56;257,69;42,96;281,51;300,76;400,16;420,31;682,43;1 208,46;1 363,89
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;C Środki pieniężne i pap. wart. ;70,73;70,39;125,3;150,31;215,71;141,73;201,26;207,78;172,92;251,72;175,28;152,33;308,54;288,62;308,68;377,21;356,32;185,35;329,88;377,98
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;LTL Zobowiązania długoterminowe ;206,69;227,25;323,08;571,54;448,61;344,82;691,53;530,53;649,45;769,11;483,62;756,77;550,94;655,77;646,48;669,25;653,52;577,33;550,22;453,12
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;STL Zobowiązania krótkoterminowe ;899,65;961,38;1 063,05;1 245,50;1 410,68;1 630,96;1 639,45;1 802,13;2 098,27;2 013,35;2 198,24;2 810,92;3 059,38;2 780,34;3 322,73;3 272,55;3 713,70;4 670,65;4 217,77;4 189,49
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;LTC Długoterminowe kredyty bankowe ;137,41;147,7;274,83;498;364,43;181,22;676,94;521,1;627,81;727,7;430,44;706,1;495,37;598,63;592,09;617,23;580,42;539,87;481,96;399,69
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;STC Krótkoterminowe kredyty bankowe ;215,02;284,76;275,81;311,08;354,47;492,28;359,07;475,58;543;443,49;679,32;678,38;516,29;366,75;552,19;461,23;598,26;949,73;947,47;925,53
10.2;Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;10.2 Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków;INV Zapasy ;399,83;391,43;406,23;468,22;479,02;531,86;728,55;744,54;905,67;998,21;858,3;1 271,95;1 336,27;1 345,53;1 622,83;1 643,46;1 830,17;2 794,65;2 826,78;2 899,66
